AppID	CharID	ComicID
1	1	6487
2	2	6488
3	2	6489
4	2	6490
5	2	6491
6	2	6492
7	2	6493
8	2	6494
9	2	6495
10	2	6496
11	3	6497
12	3	6498
13	3	6499
14	3	6500
15	3	6501
16	3	6502
17	3	6503
18	3	6504
19	3	6505
20	4	6506
21	4	6507
22	4	6508
23	5	6509
24	5	6510
25	5	6511
26	6	6512
27	6	6513
28	6	6514
29	6	6515
30	7	6516
31	8	6517
32	8	6518
33	9	6519
34	9	6520
35	10	6521
36	10	6522
37	10	6523
38	10	6524
39	10	6525
40	10	6526
41	10	6527
42	10	6528
43	10	6529
44	10	6530
45	10	6531
46	10	6532
47	10	6533
48	10	6534
49	10	6536
50	10	6537
51	10	6538
52	10	6539
53	10	6540
54	10	6541
55	10	6542
56	10	6543
57	10	6544
58	10	6545
59	10	6546
60	10	6547
61	10	6548
62	10	6549
63	10	6551
64	10	6552
65	10	6553
66	10	6554
67	10	6555
68	10	6556
69	10	6557
70	10	6558
71	10	6559
72	10	6560
73	10	6561
74	10	6562
75	10	6563
76	10	6564
77	11	6566
78	12	6567
79	12	6568
80	12	6569
81	13	6570
82	13	6571
83	13	6572
84	13	6573
85	14	6574
86	14	6575
87	14	6576
88	14	6577
89	15	6578
90	15	6579
91	15	6580
92	15	6581
93	16	6540
94	16	6582
95	16	6583
96	16	6584
97	16	6585
98	16	6586
99	16	6587
100	16	6588
101	16	6589
102	16	6590
103	16	6591
104	16	6592
105	16	6593
106	16	6594
107	16	6595
108	16	6597
109	16	6598
110	16	6599
111	16	6600
112	16	6601
113	16	6602
114	16	6603
115	16	6604
116	16	6605
117	16	6606
118	16	6607
119	16	6608
120	16	6609
121	16	6610
122	16	6612
123	16	6613
124	16	6614
125	16	6615
126	16	6616
127	16	6617
128	16	6618
129	16	6619
130	16	6620
131	16	6621
132	16	6622
133	16	6623
134	16	6624
135	16	6626
136	16	6627
137	16	6628
138	16	6629
139	16	6630
140	16	6631
141	16	6632
142	16	6633
143	16	6634
144	16	6635
145	16	6636
146	16	6637
147	16	6638
148	16	6639
149	16	6641
150	16	6642
151	16	6643
152	16	6644
153	16	6645
154	16	6646
155	16	6647
156	16	6648
157	16	6649
158	16	6650
159	16	6651
160	17	6566
161	18	6652
162	19	6650
163	19	6653
164	19	6654
165	19	6655
166	19	6656
167	19	6657
168	19	6658
169	19	6659
170	19	6660
171	19	6661
172	19	6662
173	19	6663
174	20	6664
175	21	6549
176	21	6665
177	21	6666
178	21	6667
179	21	6668
180	21	6669
181	21	6670
182	21	6671
183	21	6672
184	21	6673
185	21	6674
186	21	6675
187	21	6676
188	21	6677
189	22	6679
190	22	6680
191	22	6681
192	23	6682
193	23	6683
194	23	6684
195	23	6685
196	24	6686
197	24	6687
198	24	6688
199	24	6689
200	24	6690
201	24	6691
202	24	6692
203	24	6693
204	24	6694
205	24	6695
206	25	6696
207	26	6686
208	26	6695
209	27	6686
210	27	6695
211	28	6653
212	28	6654
213	28	6655
214	28	6656
215	28	6658
216	28	6697
217	28	6698
218	28	6699
219	28	6700
220	28	6701
221	28	6702
222	28	6703
223	28	6704
224	28	6705
225	28	6707
226	28	6708
227	28	6709
228	28	6710
229	28	6711
230	28	6712
231	29	6713
232	29	6714
233	29	6715
234	30	6713
235	30	6714
236	30	6715
237	31	6716
238	31	6717
239	31	6718
240	31	6719
241	31	6720
242	31	6721
243	31	6722
244	31	6723
245	32	6724
246	32	6725
247	32	6726
248	32	6727
249	32	6728
250	32	6729
251	32	6730
252	32	6731
253	32	6732
254	32	6733
255	32	6734
256	33	6735
257	33	6736
258	34	6737
259	34	6738
260	34	6739
261	34	6740
262	35	6741
263	35	6742
264	35	6743
265	35	6744
266	35	6745
267	35	6746
268	35	6747
269	35	6748
270	36	6749
271	36	6750
272	36	6751
273	37	6752
274	37	6753
275	37	6754
276	37	6755
277	37	6756
278	37	6757
279	37	6758
280	37	6759
281	37	6760
282	37	6761
283	37	6762
284	37	6763
285	37	6764
286	38	6765
287	38	6766
288	38	6767
289	38	6768
290	38	6769
291	38	6770
292	38	6771
293	38	6772
294	38	6773
295	38	6774
296	38	6775
297	39	6776
298	39	6777
299	39	6778
300	39	6779
301	39	6780
302	39	6781
303	40	6782
304	40	6783
305	41	6664
306	42	6784
307	43	6665
308	43	6667
309	43	6668
310	43	6669
311	43	6670
312	43	6675
313	43	6676
314	43	6677
315	43	6785
316	43	6786
317	43	6787
318	43	6788
319	43	6789
320	43	6790
321	44	6791
322	44	6792
323	44	6793
324	44	6794
325	44	6795
326	44	6796
327	44	6797
328	44	6798
329	44	6799
330	44	6800
331	44	6801
332	44	6802
333	45	6803
334	46	6804
335	46	6805
336	46	6806
337	46	6807
338	46	6808
339	46	6809
340	46	6810
341	46	6811
342	47	6812
343	47	6813
344	47	6814
345	47	6815
346	47	6816
347	48	6812
348	48	6816
349	49	6817
350	49	6818
351	49	6819
352	49	6820
353	50	6821
354	50	6822
355	50	6823
356	50	6824
357	51	6825
358	51	6826
359	52	6827
360	52	6828
361	53	6829
362	53	6830
363	53	6831
364	54	6832
365	55	6833
366	56	6834
367	56	6835
368	56	6836
369	57	6837
370	57	6838
371	57	6839
372	57	6840
373	57	6841
374	57	6842
375	57	6843
376	57	6844
377	57	6845
378	57	6846
379	57	6847
380	57	6848
381	58	6849
382	58	6850
383	58	6851
384	58	6852
385	58	6853
386	59	6854
387	59	6855
388	59	6856
389	59	6857
390	59	6858
391	59	6859
392	59	6860
393	60	6861
394	60	6862
395	61	6863
396	61	6864
397	62	6865
398	63	6866
399	63	6867
400	63	6868
401	63	6869
402	63	6870
403	63	6871
404	63	6872
405	63	6873
406	63	6874
407	63	6875
408	63	6876
409	63	6877
410	64	6878
411	64	6879
412	65	6880
413	65	6881
414	65	6882
415	65	6883
416	65	6884
417	65	6885
418	65	6886
419	65	6887
420	65	6888
421	65	6889
422	65	6890
423	65	6891
424	65	6892
425	65	6893
426	65	6895
427	66	6496
428	66	6830
429	66	6831
430	66	6896
431	66	6897
432	66	6898
433	66	6899
434	66	6900
435	66	6901
436	66	6902
437	66	6903
438	66	6904
439	66	6905
440	66	6906
441	67	6549
442	67	6666
443	67	6667
444	67	6668
445	67	6672
446	67	6673
447	67	6674
448	67	6675
449	67	6677
450	67	6678
451	67	6907
452	67	6908
453	67	6909
454	67	6910
455	67	6911
456	67	6912
457	67	6913
458	67	6914
459	67	6915
460	68	6916
461	68	6917
462	68	6918
463	69	6919
464	70	6920
465	70	6921
466	71	6922
467	71	6923
468	71	6924
469	72	6925
470	73	6926
471	73	6927
472	74	6928
473	75	6929
474	76	6517
475	76	6518
476	76	6930
477	76	6931
478	76	6932
479	76	6933
480	76	6934
481	76	6935
482	76	6936
483	76	6937
484	76	6938
485	76	6939
486	76	6940
487	76	6941
488	76	6943
489	76	6944
490	77	6945
491	78	6946
492	79	6947
493	79	6948
494	79	6949
495	79	6950
496	80	6951
497	80	6952
498	80	6953
499	80	6954
500	81	6955
501	81	6956
502	81	6957
503	81	6958
504	82	6959
505	82	6960
506	82	6961
507	82	6962
508	82	6963
509	82	6964
510	82	6965
511	82	6966
512	82	6967
513	82	6968
514	82	6969
515	82	6970
516	83	6553
517	83	6959
518	83	6960
519	83	6961
520	83	6962
521	83	6963
522	83	6964
523	83	6965
524	83	6966
525	83	6967
526	83	6968
527	83	6969
528	83	6970
529	83	6971
530	83	6972
531	83	6973
532	83	6974
533	83	6975
534	83	6977
535	83	6978
536	83	6979
537	83	6980
538	83	6981
539	84	6982
540	84	6983
541	84	6984
542	85	6985
543	86	6986
544	87	6987
545	88	6988
546	89	6989
547	89	6990
548	90	6991
549	90	6992
550	91	6708
551	91	6993
552	91	6994
553	91	6995
554	91	6996
555	91	6997
556	91	6998
557	91	6999
558	91	7000
559	91	7001
560	91	7002
561	91	7003
562	91	7004
563	91	7005
564	91	7006
565	91	7008
566	91	7009
567	91	7010
568	91	7011
569	91	7012
570	91	7013
571	91	7014
572	91	7015
573	91	7016
574	91	7017
575	91	7018
576	91	7019
577	91	7020
578	91	7021
579	91	7023
580	91	7024
581	91	7025
582	91	7026
583	91	7027
584	91	7028
585	91	7029
586	91	7030
587	91	7031
588	91	7032
589	91	7033
590	91	7034
591	91	7035
592	91	7036
593	91	7038
594	91	7039
595	91	7040
596	91	7041
597	91	7042
598	91	7043
599	91	7044
600	91	7045
601	91	7046
602	91	7047
603	91	7048
604	91	7049
605	91	7050
606	91	7051
607	91	7053
608	91	7054
609	91	7055
610	91	7056
611	91	7057
612	91	7058
613	91	7059
614	91	7060
615	91	7061
616	91	7062
617	91	7063
618	91	7064
619	91	7065
620	91	7066
621	91	7068
622	91	7069
623	91	7070
624	91	7071
625	91	7072
626	91	7073
627	92	7074
628	92	7075
629	92	7076
630	93	7077
631	93	7078
632	93	7079
633	93	7080
634	93	7081
635	93	7082
636	94	7083
637	94	7084
638	94	7085
639	94	7086
640	94	7087
641	94	7088
642	94	7089
643	94	7090
644	94	7091
645	94	7092
646	94	7093
647	94	7094
648	94	7095
649	94	7096
650	94	7098
651	94	7099
652	94	7100
653	94	7101
654	95	7102
655	96	7103
656	97	7104
657	97	7105
658	98	7106
659	99	6691
660	99	7107
661	99	7108
662	99	7109
663	99	7110
664	100	7111
665	100	7112
666	100	7113
667	101	7114
668	101	7115
669	101	7116
670	102	6941
671	102	7117
672	102	7118
673	102	7119
674	102	7120
675	102	7121
676	102	7122
677	102	7123
678	102	7124
679	103	7125
680	103	7126
681	103	7127
682	104	7128
683	105	7129
684	106	7130
685	106	7131
686	106	7132
687	106	7133
688	106	7134
689	106	7135
690	106	7136
691	106	7137
692	106	7138
693	106	7139
694	106	7140
695	106	7141
696	106	7142
697	107	7143
698	107	7144
699	107	7145
700	107	7146
701	107	7147
702	107	7148
703	107	7149
704	107	7150
705	107	7151
706	107	7152
707	107	7153
708	107	7154
709	107	7155
710	107	7156
711	107	7158
712	107	7159
713	107	7160
714	108	7161
715	108	7162
716	108	7163
717	108	7164
718	108	7165
719	108	7166
720	108	7167
721	108	7168
722	108	7169
723	108	7170
724	108	7171
725	108	7172
726	108	7173
727	108	7174
728	108	7176
729	108	7177
730	108	7178
731	108	7179
732	108	7180
733	108	7181
734	108	7182
735	108	7183
736	108	7184
737	108	7185
738	108	7186
739	108	7187
740	108	7188
741	108	7189
742	108	7191
743	108	7192
744	108	7193
745	109	7194
746	109	7195
747	109	7196
748	109	7197
749	110	7198
750	110	7199
751	110	7200
752	110	7201
753	110	7202
754	110	7203
755	110	7204
756	110	7205
757	110	7206
758	110	7207
759	110	7208
760	110	7209
761	110	7210
762	111	6652
763	111	7204
764	111	7211
765	111	7212
766	111	7213
767	111	7214
768	111	7215
769	111	7216
770	111	7217
771	111	7218
772	111	7219
773	111	7220
774	111	7221
775	111	7222
776	111	7223
777	111	7224
778	111	7226
779	111	7227
780	111	7228
781	111	7229
782	111	7230
783	111	7231
784	111	7232
785	111	7233
786	111	7234
787	111	7235
788	111	7236
789	111	7237
790	111	7238
791	111	7239
792	111	7241
793	111	7242
794	111	7243
795	112	7244
796	113	7245
797	113	7246
798	113	7247
799	114	7248
800	114	7249
801	115	7250
802	115	7251
803	115	7252
804	115	7253
805	116	6737
806	116	6738
807	116	6782
808	116	6791
809	116	6792
810	116	6805
811	116	6809
812	116	6810
813	116	7254
814	116	7255
815	116	7256
816	116	7257
817	116	7258
818	116	7259
819	116	7260
820	116	7261
821	116	7262
822	116	7263
823	116	7264
824	116	7265
825	116	7266
826	116	7267
827	116	7269
828	116	7270
829	116	7271
830	116	7272
831	116	7273
832	116	7274
833	116	7275
834	116	7276
835	116	7277
836	116	7278
837	116	7279
838	116	7280
839	116	7281
840	116	7283
841	116	7284
842	116	7285
843	116	7286
844	116	7287
845	116	7288
846	116	7289
847	116	7290
848	116	7291
849	116	7292
850	116	7293
851	116	7294
852	116	7296
853	116	7297
854	116	7298
855	116	7299
856	116	7300
857	116	7301
858	116	7302
859	116	7303
860	116	7304
861	116	7305
862	116	7306
863	116	7307
864	116	7309
865	116	7310
866	116	7311
867	116	7312
868	116	7313
869	116	7314
870	116	7315
871	116	7316
872	116	7317
873	116	7318
874	116	7319
875	117	7320
876	118	7321
877	118	7322
878	118	7323
879	119	7324
880	120	7325
881	120	7326
882	120	7327
883	121	7328
884	122	7329
885	122	7330
886	122	7331
887	122	7332
888	123	7333
889	123	7334
890	124	7328
891	125	7328
892	126	7143
893	126	7152
894	126	7153
895	126	7155
896	126	7335
897	126	7336
898	126	7337
899	127	6671
900	127	7321
901	127	7322
902	127	7338
903	127	7339
904	127	7340
905	127	7341
906	128	6553
907	128	6554
908	128	6979
909	128	7129
910	128	7342
911	128	7343
912	128	7344
913	128	7345
914	128	7346
915	128	7347
916	128	7348
917	128	7349
918	128	7350
919	128	7351
920	128	7352
921	128	7353
922	128	7354
923	128	7355
924	128	7357
925	128	7358
926	128	7359
927	128	7360
928	128	7361
929	128	7362
930	128	7363
931	128	7364
932	129	7365
933	129	7366
934	129	7367
935	129	7368
936	130	7369
937	130	7370
938	131	7371
939	131	7372
940	131	7373
941	131	7374
942	131	7375
943	132	6628
944	132	6637
945	132	7376
946	132	7377
947	132	7378
948	132	7379
949	132	7380
950	132	7381
951	132	7382
952	132	7383
953	132	7384
954	132	7385
955	132	7386
956	132	7387
957	132	7388
958	132	7389
959	132	7391
960	132	7392
961	132	7393
962	132	7394
963	132	7395
964	132	7396
965	133	6496
966	133	6535
967	133	6561
968	133	6578
969	133	6602
970	133	6603
971	133	6604
972	133	6691
973	133	6692
974	133	6813
975	133	6815
976	133	6816
977	133	6841
978	133	6846
979	133	6847
980	133	6878
981	133	6947
982	133	6948
983	133	7074
984	133	7108
985	133	7109
986	133	7143
987	133	7145
988	133	7146
989	133	7147
990	133	7150
991	133	7152
992	133	7153
993	133	7154
994	133	7155
995	133	7235
996	133	7257
997	133	7329
998	133	7330
999	133	7331
1000	133	7335
1001	133	7336
1002	133	7342
1003	133	7344
1004	133	7345
1005	133	7347
1006	133	7359
1007	133	7397
1008	133	7398
1009	133	7399
1010	133	7400
1011	133	7401
1012	133	7402
1013	133	7403
1014	133	7404
1015	133	7405
1016	133	7406
1017	133	7407
1018	133	7408
1019	133	7409
1020	133	7410
1021	133	7412
1022	133	7413
1023	133	7414
1024	133	7415
1025	133	7416
1026	133	7417
1027	133	7418
1028	133	7419
1029	133	7420
1030	133	7421
1031	133	7422
1032	133	7423
1033	133	7424
1034	133	7425
1035	133	7427
1036	133	7428
1037	133	7429
1038	133	7430
1039	133	7431
1040	133	7432
1041	133	7433
1042	133	7434
1043	133	7435
1044	133	7436
1045	133	7437
1046	133	7438
1047	133	7439
1048	133	7440
1049	133	7442
1050	133	7443
1051	133	7444
1052	133	7445
1053	133	7446
1054	133	7447
1055	133	7448
1056	133	7449
1057	133	7450
1058	133	7451
1059	133	7452
1060	133	7453
1061	133	7454
1062	133	7456
1063	133	7457
1064	133	7458
1065	133	7459
1066	133	7460
1067	133	7461
1068	133	7462
1069	133	7463
1070	133	7464
1071	133	7465
1072	133	7466
1073	133	7467
1074	133	7468
1075	133	7469
1076	133	7471
1077	133	7472
1078	133	7473
1079	133	7474
1080	133	7475
1081	133	7476
1082	133	7477
1083	133	7478
1084	133	7479
1085	133	7480
1086	133	7481
1087	133	7482
1088	133	7483
1089	133	7484
1090	133	7485
1091	133	7486
1092	133	7487
1093	133	7488
1094	133	7489
1095	133	7490
1096	133	7491
1097	133	7493
1098	133	7494
1099	133	7495
1100	133	7496
1101	133	7497
1102	133	7498
1103	133	7499
1104	133	7500
1105	133	7501
1106	133	7502
1107	133	7503
1108	133	7504
1109	133	7505
1110	133	7506
1111	133	7508
1112	133	7509
1113	133	7510
1114	133	7511
1115	133	7512
1116	133	7513
1117	133	7514
1118	133	7515
1119	133	7516
1120	133	7517
1121	133	7518
1122	133	7519
1123	133	7520
1124	133	7521
1125	133	7523
1126	133	7524
1127	133	7525
1128	133	7526
1129	133	7527
1130	133	7528
1131	133	7529
1132	133	7530
1133	133	7531
1134	133	7532
1135	133	7533
1136	133	7534
1137	133	7535
1138	133	7536
1139	133	7538
1140	133	7539
1141	133	7540
1142	133	7541
1143	133	7542
1144	133	7543
1145	133	7544
1146	133	7545
1147	133	7546
1148	133	7547
1149	133	7548
1150	133	7549
1151	133	7550
1152	133	7552
1153	133	7553
1154	133	7554
1155	133	7555
1156	133	7556
1157	133	7557
1158	133	7558
1159	133	7559
1160	133	7560
1161	133	7561
1162	133	7563
1163	133	7564
1164	133	7565
1165	133	7566
1166	133	7567
1167	133	7568
1168	133	7569
1169	133	7571
1170	133	7572
1171	133	7573
1172	133	7574
1173	133	7575
1174	133	7576
1175	133	7577
1176	133	7578
1177	133	7579
1178	133	7580
1179	133	7581
1180	133	7582
1181	133	7583
1182	133	7584
1183	133	7586
1184	133	7587
1185	133	7588
1186	133	7589
1187	133	7590
1188	133	7591
1189	133	7592
1190	133	7593
1191	133	7594
1192	133	7595
1193	133	7596
1194	133	7597
1195	133	7598
1196	133	7599
1197	133	7600
1198	133	7601
1199	133	7602
1200	133	7603
1201	133	7604
1202	133	7605
1203	133	7606
1204	133	7607
1205	133	7609
1206	133	7610
1207	133	7611
1208	133	7612
1209	133	7613
1210	133	7614
1211	133	7615
1212	133	7616
1213	133	7617
1214	133	7618
1215	133	7619
1216	133	7620
1217	133	7621
1218	133	7622
1219	133	7624
1220	133	7625
1221	133	7626
1222	133	7627
1223	133	7628
1224	133	7629
1225	133	7630
1226	133	7631
1227	133	7632
1228	133	7633
1229	133	7634
1230	133	7635
1231	133	7636
1232	133	7637
1233	133	7639
1234	133	7640
1235	133	7641
1236	133	7642
1237	133	7643
